"price","timestamp"
3016,"2023-04-16T11:00:00"
3008,"2023-04-16T12:00:00"
3010,"2023-04-16T13:00:00"
3017,"2023-04-16T14:00:00"
3027,"2023-04-16T15:00:00"
3030,"2023-04-16T16:00:00"
3040,"2023-04-16T17:00:00"
3027,"2023-04-16T18:00:00"
3033,"2023-04-16T19:00:00"
3043,"2023-04-16T20:00:00"
3043,"2023-04-16T21:00:00"
3053,"2023-04-16T22:00:00"
3097,"2023-04-16T23:00:00"
3068,"2023-04-17T00:00:00"
3057,"2023-04-17T01:00:00"
3065,"2023-04-17T02:00:00"
3083,"2023-04-17T03:00:00"
3078,"2023-04-17T04:00:00"
3074,"2023-04-17T05:00:00"
3070,"2023-04-17T06:00:00"
3057,"2023-04-17T07:00:00"
3057,"2023-04-17T08:00:00"
3055,"2023-04-17T09:00:00"
3058,"2023-04-17T10:00:00"
3063,"2023-04-17T11:00:00"
3062,"2023-04-17T12:00:00"
3064,"2023-04-17T13:00:00"
3072,"2023-04-17T14:00:00"
3092,"2023-04-17T15:00:00"
3096,"2023-04-17T16:00:00"
3098,"2023-04-17T17:00:00"
3105,"2023-04-17T18:00:00"
3114,"2023-04-17T19:00:00"
3134,"2023-04-17T20:00:00"
3144,"2023-04-17T21:00:00"
3164,"2023-04-17T22:00:00"
3186,"2023-04-17T23:00:00"
3182,"2023-04-18T00:00:00"
3180,"2023-04-18T01:00:00"
3180,"2023-04-18T02:00:00"
3178,"2023-04-18T03:00:00"
3177,"2023-04-18T04:00:00"
3172,"2023-04-18T05:00:00"
3131,"2023-04-18T06:00:00"
3125,"2023-04-18T07:00:00"
3114,"2023-04-18T08:00:00"
3115,"2023-04-18T09:00:00"
3126,"2023-04-18T10:00:00"
3124,"2023-04-18T11:00:00"
3133,"2023-04-18T12:00:00"
3132,"2023-04-18T13:00:00"
3135,"2023-04-18T14:00:00"
3144,"2023-04-18T15:00:00"
3156,"2023-04-18T16:00:00"
3175,"2023-04-18T17:00:00"
3188,"2023-04-18T18:00:00"
3183,"2023-04-18T19:00:00"
3183,"2023-04-18T20:00:00"
3177,"2023-04-18T21:00:00"
3190,"2023-04-18T22:00:00"
3185,"2023-04-18T23:00:00"
3179,"2023-04-19T00:00:00"
3170,"2023-04-19T01:00:00"
3166,"2023-04-19T02:00:00"
3165,"2023-04-19T03:00:00"
3148,"2023-04-19T04:00:00"
3142,"2023-04-19T05:00:00"
3136,"2023-04-19T06:00:00"
3155,"2023-04-19T07:00:00"
3160,"2023-04-19T08:00:00"
3159,"2023-04-19T09:00:00"
3161,"2023-04-19T10:00:00"
3155,"2023-04-19T11:00:00"
3150,"2023-04-19T12:00:00"
3151,"2023-04-19T13:00:00"
3163,"2023-04-19T14:00:00"
3162,"2023-04-19T15:00:00"
3167,"2023-04-19T16:00:00"
3174,"2023-04-19T17:00:00"
3188,"2023-04-19T18:00:00"
3185,"2023-04-19T19:00:00"
3161,"2023-04-19T20:00:00"
3166,"2023-04-19T21:00:00"
3175,"2023-04-19T22:00:00"
3181,"2023-04-19T23:00:00"
3177,"2023-04-20T00:00:00"
3170,"2023-04-20T01:00:00"
3176,"2023-04-20T02:00:00"
3173,"2023-04-20T03:00:00"
3173,"2023-04-20T04:00:00"
3168,"2023-04-20T05:00:00"
3167,"2023-04-20T06:00:00"
3158,"2023-04-20T07:00:00"
3157,"2023-04-20T08:00:00"
3157,"2023-04-20T09:00:00"
3155,"2023-04-20T10:00:00"
3165,"2023-04-20T11:00:00"
3164,"2023-04-20T12:00:00"
3166,"2023-04-20T13:00:00"
3168,"2023-04-20T14:00:00"
3171,"2023-04-20T15:00:00"
3175,"2023-04-20T16:00:00"
3179,"2023-04-20T17:00:00"
3180,"2023-04-20T18:00:00"
3181,"2023-04-20T19:00:00"
3182,"2023-04-20T20:00:00"
3184,"2023-04-20T21:00:00"
3185,"2023-04-20T22:00:00"
3193,"2023-04-20T23:00:00"
3193,"2023-04-21T00:00:00"
3190,"2023-04-21T01:00:00"
3194,"2023-04-21T02:00:00"
3193,"2023-04-21T03:00:00"
3194,"2023-04-21T04:00:00"
3198,"2023-04-21T05:00:00"
3197,"2023-04-21T06:00:00"
3186,"2023-04-21T07:00:00"
3182,"2023-04-21T08:00:00"
3167,"2023-04-21T09:00:00"
3156,"2023-04-21T10:00:00"
3167,"2023-04-21T11:00:00"
3171,"2023-04-21T12:00:00"
3181,"2023-04-21T13:00:00"
3184,"2023-04-21T14:00:00"
3185,"2023-04-21T15:00:00"
3181,"2023-04-21T16:00:00"
3183,"2023-04-21T17:00:00"
3186,"2023-04-21T18:00:00"
3183,"2023-04-21T19:00:00"
3184,"2023-04-21T20:00:00"
3184,"2023-04-21T21:00:00"
3187,"2023-04-21T22:00:00"
3188,"2023-04-21T23:00:00"
3181,"2023-04-22T00:00:00"
3185,"2023-04-22T01:00:00"
3187,"2023-04-22T02:00:00"
3179,"2023-04-22T03:00:00"
3177,"2023-04-22T04:00:00"
3180,"2023-04-22T05:00:00"
3178,"2023-04-22T06:00:00"
3170,"2023-04-22T07:00:00"
3167,"2023-04-22T08:00:00"
3164,"2023-04-22T09:00:00"
3167,"2023-04-22T10:00:00"
3177,"2023-04-22T11:00:00"
3175,"2023-04-22T12:00:00"
3175,"2023-04-22T13:00:00"
3178,"2023-04-22T14:00:00"
3179,"2023-04-22T15:00:00"
3183,"2023-04-22T16:00:00"
3187,"2023-04-22T17:00:00"
3186,"2023-04-22T18:00:00"
3185,"2023-04-22T19:00:00"
3184,"2023-04-22T20:00:00"
3181,"2023-04-22T21:00:00"
3182,"2023-04-22T22:00:00"
3178,"2023-04-22T23:00:00"
3178,"2023-04-23T00:00:00"
3179,"2023-04-23T01:00:00"
3183,"2023-04-23T02:00:00"
3184,"2023-04-23T03:00:00"
3184,"2023-04-23T04:00:00"
3185,"2023-04-23T05:00:00"
3184,"2023-04-23T06:00:00"
3183,"2023-04-23T07:00:00"
3182,"2023-04-23T08:00:00"
3179,"2023-04-23T09:00:00"
3180,"2023-04-23T10:00:00"
3181,"2023-04-23T11:00:00"
3181,"2023-04-23T12:00:00"
3184,"2023-04-23T13:00:00"
3186,"2023-04-23T14:00:00"
3190,"2023-04-23T15:00:00"
3192,"2023-04-23T16:00:00"
3194,"2023-04-23T17:00:00"
3195,"2023-04-23T18:00:00"
3195,"2023-04-23T19:00:00"
3196,"2023-04-23T20:00:00"
3207,"2023-04-23T21:00:00"
3225,"2023-04-23T22:00:00"
3246,"2023-04-23T23:00:00"
3220,"2023-04-24T00:00:00"
3203,"2023-04-24T01:00:00"
3213,"2023-04-24T02:00:00"
3211,"2023-04-24T03:00:00"
3190,"2023-04-24T04:00:00"
3207,"2023-04-24T05:00:00"
3205,"2023-04-24T06:00:00"
3208,"2023-04-24T07:00:00"
3201,"2023-04-24T08:00:00"
3201,"2023-04-24T09:00:00"
3209,"2023-04-24T10:00:00"
3201,"2023-04-24T11:00:00"
3193,"2023-04-24T12:00:00"
3212,"2023-04-24T13:00:00"
3215,"2023-04-24T14:00:00"
3234,"2023-04-24T15:00:00"
3257,"2023-04-24T16:00:00"
3253,"2023-04-24T17:00:00"
3266,"2023-04-24T18:00:00"
3267,"2023-04-24T19:00:00"
3246,"2023-04-24T20:00:00"
3279,"2023-04-24T21:00:00"
3277,"2023-04-24T22:00:00"
3284,"2023-04-24T23:00:00"
3284,"2023-04-25T00:00:00"
3291,"2023-04-25T01:00:00"
3284,"2023-04-25T02:00:00"
3275,"2023-04-25T03:00:00"
3277,"2023-04-25T04:00:00"
3279,"2023-04-25T05:00:00"
3294,"2023-04-25T06:00:00"
3286,"2023-04-25T07:00:00"
3280,"2023-04-25T08:00:00"
3280,"2023-04-25T09:00:00"
3279,"2023-04-25T10:00:00"
3274,"2023-04-25T11:00:00"
3274,"2023-04-25T12:00:00"
3278,"2023-04-25T13:00:00"
3289,"2023-04-25T14:00:00"
3296,"2023-04-25T15:00:00"
3297,"2023-04-25T16:00:00"
3302,"2023-04-25T17:00:00"
3302,"2023-04-25T18:00:00"
3299,"2023-04-25T19:00:00"
3318,"2023-04-25T20:00:00"
3332,"2023-04-25T21:00:00"
3333,"2023-04-25T22:00:00"
3349,"2023-04-25T23:00:00"
3369,"2023-04-26T00:00:00"
3334,"2023-04-26T01:00:00"
3330,"2023-04-26T02:00:00"
3348,"2023-04-26T03:00:00"
3371,"2023-04-26T04:00:00"
3372,"2023-04-26T05:00:00"
3367,"2023-04-26T06:00:00"
3349,"2023-04-26T07:00:00"
3332,"2023-04-26T08:00:00"
3310,"2023-04-26T09:00:00"
3311,"2023-04-26T10:00:00"
3332,"2023-04-26T11:00:00"
3319,"2023-04-26T12:00:00"
3328,"2023-04-26T13:00:00"
3347,"2023-04-26T14:00:00"
3363,"2023-04-26T15:00:00"
3373,"2023-04-26T16:00:00"
3367,"2023-04-26T17:00:00"
3354,"2023-04-26T18:00:00"
3368,"2023-04-26T19:00:00"
3375,"2023-04-26T20:00:00"
3372,"2023-04-26T21:00:00"
3372,"2023-04-26T22:00:00"
3374,"2023-04-26T23:00:00"
3376,"2023-04-27T00:00:00"
3371,"2023-04-27T01:00:00"
3360,"2023-04-27T02:00:00"
3362,"2023-04-27T03:00:00"
3345,"2023-04-27T04:00:00"
3330,"2023-04-27T05:00:00"
3329,"2023-04-27T06:00:00"
3331,"2023-04-27T07:00:00"
3328,"2023-04-27T08:00:00"
3325,"2023-04-27T09:00:00"
3322,"2023-04-27T10:00:00"
3317,"2023-04-27T11:00:00"
3330,"2023-04-27T12:00:00"
3346,"2023-04-27T13:00:00"
3363,"2023-04-27T14:00:00"
3367,"2023-04-27T15:00:00"
3364,"2023-04-27T16:00:00"
3366,"2023-04-27T17:00:00"
3372,"2023-04-27T18:00:00"
3371,"2023-04-27T19:00:00"
3368,"2023-04-27T20:00:00"
3367,"2023-04-27T21:00:00"
3364,"2023-04-27T22:00:00"
3369,"2023-04-27T23:00:00"
3363,"2023-04-28T00:00:00"
3360,"2023-04-28T01:00:00"
3363,"2023-04-28T02:00:00"
3364,"2023-04-28T03:00:00"
3366,"2023-04-28T04:00:00"
3365,"2023-04-28T05:00:00"
3362,"2023-04-28T06:00:00"
3364,"2023-04-28T07:00:00"
3365,"2023-04-28T08:00:00"
3369,"2023-04-28T09:00:00"
3373,"2023-04-28T10:00:00"
3369,"2023-04-28T11:00:00"
3372,"2023-04-28T12:00:00"
3374,"2023-04-28T13:00:00"
3373,"2023-04-28T14:00:00"
3373,"2023-04-28T15:00:00"
3377,"2023-04-28T16:00:00"
3386,"2023-04-28T17:00:00"
3395,"2023-04-28T18:00:00"
3393,"2023-04-28T19:00:00"
3394,"2023-04-28T20:00:00"
3396,"2023-04-28T21:00:00"
3400,"2023-04-28T22:00:00"
3415,"2023-04-28T23:00:00"
3421,"2023-04-29T00:00:00"
3405,"2023-04-29T01:00:00"
3403,"2023-04-29T02:00:00"
3415,"2023-04-29T03:00:00"
3409,"2023-04-29T04:00:00"
3409,"2023-04-29T05:00:00"
3409,"2023-04-29T06:00:00"
3415,"2023-04-29T07:00:00"
3418,"2023-04-29T08:00:00"
3422,"2023-04-29T09:00:00"
3427,"2023-04-29T10:00:00"
3440,"2023-04-29T11:00:00"
3482,"2023-04-29T12:00:00"
3480,"2023-04-29T13:00:00"
3480,"2023-04-29T14:00:00"
3482,"2023-04-29T15:00:00"
3482,"2023-04-29T16:00:00"
3485,"2023-04-29T17:00:00"
3491,"2023-04-29T18:00:00"
3494,"2023-04-29T19:00:00"
3495,"2023-04-29T20:00:00"
3496,"2023-04-29T21:00:00"
3500,"2023-04-29T22:00:00"
3510,"2023-04-29T23:00:00"
3510,"2023-04-30T00:00:00"
3505,"2023-04-30T01:00:00"
3510,"2023-04-30T02:00:00"
3542,"2023-04-30T03:00:00"
3571,"2023-04-30T04:00:00"
3595,"2023-04-30T05:00:00"
3602,"2023-04-30T06:00:00"
3714,"2023-04-30T07:00:00"
3662,"2023-04-30T08:00:00"
3671,"2023-04-30T09:00:00"
3651,"2023-04-30T10:00:00"
3661,"2023-04-30T11:00:00"
3687,"2023-04-30T12:00:00"
3683,"2023-04-30T13:00:00"
3690,"2023-04-30T14:00:00"
3699,"2023-04-30T15:00:00"
3704,"2023-04-30T16:00:00"
3714,"2023-04-30T17:00:00"
3768,"2023-04-30T18:00:00"
3798,"2023-04-30T19:00:00"
3791,"2023-04-30T20:00:00"
3753,"2023-04-30T21:00:00"
3733,"2023-04-30T22:00:00"
3763,"2023-04-30T23:00:00"
3778,"2023-05-01T00:00:00"
3559,"2023-05-01T01:00:00"
3635,"2023-05-01T02:00:00"
3699,"2023-05-01T03:00:00"
3708,"2023-05-01T04:00:00"
3701,"2023-05-01T05:00:00"
3648,"2023-05-01T06:00:00"
3630,"2023-05-01T07:00:00"
3628,"2023-05-01T08:00:00"
3662,"2023-05-01T09:00:00"
3654,"2023-05-01T10:00:00"
3657,"2023-05-01T11:00:00"
3660,"2023-05-01T12:00:00"
3677,"2023-05-01T13:00:00"
3679,"2023-05-01T14:00:00"
3691,"2023-05-01T15:00:00"
3696,"2023-05-01T16:00:00"
3703,"2023-05-01T17:00:00"
3696,"2023-05-01T18:00:00"
3694,"2023-05-01T19:00:00"
3690,"2023-05-01T20:00:00"
3679,"2023-05-01T21:00:00"
3665,"2023-05-01T22:00:00"
3681,"2023-05-01T23:00:00"
3664,"2023-05-02T00:00:00"
3656,"2023-05-02T01:00:00"
3657,"2023-05-02T02:00:00"
3676,"2023-05-02T03:00:00"
3677,"2023-05-02T04:00:00"
3677,"2023-05-02T05:00:00"
3669,"2023-05-02T06:00:00"
3650,"2023-05-02T07:00:00"
3630,"2023-05-02T08:00:00"
3593,"2023-05-02T09:00:00"
3600,"2023-05-02T10:00:00"
3633,"2023-05-02T11:00:00"
3640,"2023-05-02T12:00:00"
3616,"2023-05-02T13:00:00"
3615,"2023-05-02T14:00:00"
3612,"2023-05-02T15:00:00"
3611,"2023-05-02T16:00:00"
3616,"2023-05-02T17:00:00"
3645,"2023-05-02T18:00:00"
3624,"2023-05-02T19:00:00"
3621,"2023-05-02T20:00:00"
3622,"2023-05-02T21:00:00"
3624,"2023-05-02T22:00:00"
3626,"2023-05-02T23:00:00"
3627,"2023-05-03T00:00:00"
3618,"2023-05-03T01:00:00"
3618,"2023-05-03T02:00:00"
3616,"2023-05-03T03:00:00"
3619,"2023-05-03T04:00:00"
3621,"2023-05-03T05:00:00"
3610,"2023-05-03T06:00:00"
3607,"2023-05-03T07:00:00"
3583,"2023-05-03T08:00:00"
3563,"2023-05-03T09:00:00"
3500,"2023-05-03T10:00:00"
3539,"2023-05-03T11:00:00"
3548,"2023-05-03T12:00:00"
3541,"2023-05-03T13:00:00"
3513,"2023-05-03T14:00:00"
3513,"2023-05-03T15:00:00"
3548,"2023-05-03T16:00:00"
3565,"2023-05-03T17:00:00"
3545,"2023-05-03T18:00:00"
3559,"2023-05-03T19:00:00"
3585,"2023-05-03T20:00:00"
3587,"2023-05-03T21:00:00"
3590,"2023-05-03T22:00:00"
3588,"2023-05-03T23:00:00"
3586,"2023-05-04T00:00:00"
3567,"2023-05-04T01:00:00"
3560,"2023-05-04T02:00:00"
3547,"2023-05-04T03:00:00"
3541,"2023-05-04T04:00:00"
3538,"2023-05-04T05:00:00"
3545,"2023-05-04T06:00:00"
3542,"2023-05-04T07:00:00"
3542,"2023-05-04T08:00:00"
3548,"2023-05-04T09:00:00"
3548,"2023-05-04T10:00:00"
3538,"2023-05-04T11:00:00"
3531,"2023-05-04T12:00:00"
3517,"2023-05-04T13:00:00"
3510,"2023-05-04T14:00:00"
3510,"2023-05-04T15:00:00"
3526,"2023-05-04T16:00:00"
3545,"2023-05-04T17:00:00"
3525,"2023-05-04T18:00:00"
3528,"2023-05-04T19:00:00"
3535,"2023-05-04T20:00:00"
3548,"2023-05-04T21:00:00"
3549,"2023-05-04T22:00:00"
3546,"2023-05-04T23:00:00"
3532,"2023-05-05T00:00:00"
3519,"2023-05-05T01:00:00"
3518,"2023-05-05T02:00:00"
3525,"2023-05-05T03:00:00"
3522,"2023-05-05T04:00:00"
3510,"2023-05-05T05:00:00"
3508,"2023-05-05T06:00:00"
3485,"2023-05-05T07:00:00"
3432,"2023-05-05T08:00:00"
3479,"2023-05-05T09:00:00"
3451,"2023-05-05T10:00:00"
3447,"2023-05-05T11:00:00"
3421,"2023-05-05T12:00:00"
3420,"2023-05-05T13:00:00"
3423,"2023-05-05T14:00:00"
3405,"2023-05-05T15:00:00"
3430,"2023-05-05T16:00:00"
3470,"2023-05-05T17:00:00"
3479,"2023-05-05T18:00:00"
3485,"2023-05-05T19:00:00"
3469,"2023-05-05T20:00:00"
3448,"2023-05-05T21:00:00"
3472,"2023-05-05T22:00:00"
3460,"2023-05-05T23:00:00"
3453,"2023-05-06T00:00:00"
3458,"2023-05-06T01:00:00"
3443,"2023-05-06T02:00:00"
3445,"2023-05-06T03:00:00"
3445,"2023-05-06T04:00:00"
3440,"2023-05-06T05:00:00"
3435,"2023-05-06T06:00:00"
3435,"2023-05-06T07:00:00"
3429,"2023-05-06T08:00:00"
3420,"2023-05-06T09:00:00"
3415,"2023-05-06T10:00:00"
3419,"2023-05-06T11:00:00"
3420,"2023-05-06T12:00:00"
3426,"2023-05-06T13:00:00"
3437,"2023-05-06T14:00:00"
3426,"2023-05-06T15:00:00"
3410,"2023-05-06T16:00:00"
3404,"2023-05-06T17:00:00"
3352,"2023-05-06T18:00:00"
3394,"2023-05-06T19:00:00"
3402,"2023-05-06T20:00:00"
3403,"2023-05-06T21:00:00"
3444,"2023-05-06T22:00:00"
3428,"2023-05-06T23:00:00"
3412,"2023-05-07T00:00:00"
3369,"2023-05-07T01:00:00"
3525,"2023-05-07T02:00:00"
3545,"2023-05-07T03:00:00"
3519,"2023-05-07T04:00:00"
3522,"2023-05-07T05:00:00"
3513,"2023-05-07T06:00:00"
3513,"2023-05-07T07:00:00"
3516,"2023-05-07T08:00:00"
3501,"2023-05-07T09:00:00"
3524,"2023-05-07T10:00:00"
3519,"2023-05-07T11:00:00"
3519,"2023-05-07T12:00:00"
3512,"2023-05-07T13:00:00"
3510,"2023-05-07T14:00:00"
3491,"2023-05-07T15:00:00"
3509,"2023-05-07T16:00:00"
3527,"2023-05-07T17:00:00"
3527,"2023-05-07T18:00:00"
3536,"2023-05-07T19:00:00"
3541,"2023-05-07T20:00:00"
3543,"2023-05-07T21:00:00"
3566,"2023-05-07T22:00:00"
3580,"2023-05-07T23:00:00"
3548,"2023-05-08T00:00:00"
3555,"2023-05-08T01:00:00"
3556,"2023-05-08T02:00:00"
3545,"2023-05-08T03:00:00"
3545,"2023-05-08T04:00:00"
3542,"2023-05-08T05:00:00"
3531,"2023-05-08T06:00:00"
3530,"2023-05-08T07:00:00"
3533,"2023-05-08T08:00:00"
3533,"2023-05-08T09:00:00"
3532,"2023-05-08T10:00:00"
3533,"2023-05-08T11:00:00"
3530,"2023-05-08T12:00:00"
3532,"2023-05-08T13:00:00"
3535,"2023-05-08T14:00:00"
3533,"2023-05-08T15:00:00"
3542,"2023-05-08T16:00:00"
3548,"2023-05-08T17:00:00"
3563,"2023-05-08T18:00:00"
3566,"2023-05-08T19:00:00"
3565,"2023-05-08T20:00:00"
3568,"2023-05-08T21:00:00"
3559,"2023-05-08T22:00:00"
3553,"2023-05-08T23:00:00"
3560,"2023-05-09T00:00:00"
3554,"2023-05-09T01:00:00"
3550,"2023-05-09T02:00:00"
3562,"2023-05-09T03:00:00"
3557,"2023-05-09T04:00:00"
3549,"2023-05-09T05:00:00"
3553,"2023-05-09T06:00:00"
3556,"2023-05-09T07:00:00"
3561,"2023-05-09T08:00:00"
3562,"2023-05-09T09:00:00"
3556,"2023-05-09T10:00:00"
3557,"2023-05-09T11:00:00"
3555,"2023-05-09T12:00:00"
3544,"2023-05-09T13:00:00"
3540,"2023-05-09T14:00:00"
3552,"2023-05-09T15:00:00"
3566,"2023-05-09T16:00:00"
3566,"2023-05-09T17:00:00"
3567,"2023-05-09T18:00:00"
3571,"2023-05-09T19:00:00"
3565,"2023-05-09T20:00:00"
3565,"2023-05-09T21:00:00"
3575,"2023-05-09T22:00:00"
3574,"2023-05-09T23:00:00"
3567,"2023-05-10T00:00:00"
3576,"2023-05-10T01:00:00"
3562,"2023-05-10T02:00:00"
3569,"2023-05-10T03:00:00"
3570,"2023-05-10T04:00:00"
3565,"2023-05-10T05:00:00"
3562,"2023-05-10T06:00:00"
3562,"2023-05-10T07:00:00"
3560,"2023-05-10T08:00:00"
3564,"2023-05-10T09:00:00"
3555,"2023-05-10T10:00:00"
3561,"2023-05-10T11:00:00"
3561,"2023-05-10T12:00:00"
3564,"2023-05-10T13:00:00"
3555,"2023-05-10T14:00:00"
3555,"2023-05-10T15:00:00"
3563,"2023-05-10T16:00:00"
3570,"2023-05-10T17:00:00"
3566,"2023-05-10T18:00:00"
3562,"2023-05-10T19:00:00"
3561,"2023-05-10T20:00:00"
3562,"2023-05-10T21:00:00"
3562,"2023-05-10T22:00:00"
3564,"2023-05-10T23:00:00"
3560,"2023-05-11T00:00:00"
3561,"2023-05-11T01:00:00"
3562,"2023-05-11T02:00:00"
3563,"2023-05-11T03:00:00"
3560,"2023-05-11T04:00:00"
3560,"2023-05-11T05:00:00"
3559,"2023-05-11T06:00:00"
3562,"2023-05-11T07:00:00"
3562,"2023-05-11T08:00:00"
3562,"2023-05-11T09:00:00"
3561,"2023-05-11T10:00:00"
3561,"2023-05-11T11:00:00"
3560,"2023-05-11T12:00:00"
3556,"2023-05-11T13:00:00"
3555,"2023-05-11T14:00:00"
3558,"2023-05-11T15:00:00"
3561,"2023-05-11T16:00:00"
3564,"2023-05-11T17:00:00"
3562,"2023-05-11T18:00:00"
3563,"2023-05-11T19:00:00"
3562,"2023-05-11T20:00:00"
3559,"2023-05-11T21:00:00"
3557,"2023-05-11T22:00:00"
3559,"2023-05-11T23:00:00"
3560,"2023-05-12T00:00:00"
3560,"2023-05-12T01:00:00"
3560,"2023-05-12T02:00:00"
3561,"2023-05-12T03:00:00"
3562,"2023-05-12T04:00:00"
3561,"2023-05-12T05:00:00"
3559,"2023-05-12T06:00:00"
3560,"2023-05-12T07:00:00"
3560,"2023-05-12T08:00:00"
3560,"2023-05-12T09:00:00"
3558,"2023-05-12T10:00:00"
3554,"2023-05-12T11:00:00"
3548,"2023-05-12T12:00:00"
3545,"2023-05-12T13:00:00"
3549,"2023-05-12T14:00:00"
3555,"2023-05-12T15:00:00"
3559,"2023-05-12T16:00:00"
3561,"2023-05-12T17:00:00"
3556,"2023-05-12T18:00:00"
3549,"2023-05-12T19:00:00"
3554,"2023-05-12T20:00:00"
3559,"2023-05-12T21:00:00"
3560,"2023-05-12T22:00:00"
3559,"2023-05-12T23:00:00"
3554,"2023-05-13T00:00:00"
3553,"2023-05-13T01:00:00"
3555,"2023-05-13T02:00:00"
3555,"2023-05-13T03:00:00"
3554,"2023-05-13T04:00:00"
3553,"2023-05-13T05:00:00"
3554,"2023-05-13T06:00:00"
3555,"2023-05-13T07:00:00"
3553,"2023-05-13T08:00:00"
3554,"2023-05-13T09:00:00"
3553,"2023-05-13T10:00:00"
3550,"2023-05-13T11:00:00"
3550,"2023-05-13T12:00:00"
3550,"2023-05-13T13:00:00"
3550,"2023-05-13T14:00:00"
3557,"2023-05-13T15:00:00"
3567,"2023-05-13T16:00:00"
3562,"2023-05-13T17:00:00"
3564,"2023-05-13T18:00:00"
3562,"2023-05-13T19:00:00"
3562,"2023-05-13T20:00:00"
3569,"2023-05-13T21:00:00"
3568,"2023-05-13T22:00:00"
3573,"2023-05-13T23:00:00"
3563,"2023-05-14T00:00:00"
3560,"2023-05-14T01:00:00"
3560,"2023-05-14T02:00:00"
3562,"2023-05-14T03:00:00"
3587,"2023-05-14T04:00:00"
3577,"2023-05-14T05:00:00"
3567,"2023-05-14T06:00:00"
3569,"2023-05-14T07:00:00"
3576,"2023-05-14T08:00:00"
3580,"2023-05-14T09:00:00"
3578,"2023-05-14T10:00:00"
3566,"2023-05-14T11:00:00"
3573,"2023-05-14T12:00:00"
3574,"2023-05-14T13:00:00"
3574,"2023-05-14T14:00:00"
3575,"2023-05-14T15:00:00"
3581,"2023-05-14T16:00:00"
3581,"2023-05-14T17:00:00"
3583,"2023-05-14T18:00:00"
3583,"2023-05-14T19:00:00"
3582,"2023-05-14T20:00:00"
3587,"2023-05-14T21:00:00"
3594,"2023-05-14T22:00:00"
3590,"2023-05-14T23:00:00"
3592,"2023-05-15T00:00:00"
3592,"2023-05-15T01:00:00"
3590,"2023-05-15T02:00:00"
3588,"2023-05-15T03:00:00"
3588,"2023-05-15T04:00:00"
3590,"2023-05-15T05:00:00"
3594,"2023-05-15T06:00:00"
3595,"2023-05-15T07:00:00"
3613,"2023-05-15T08:00:00"
3605,"2023-05-15T09:00:00"
3588,"2023-05-15T10:00:00"
3589,"2023-05-15T11:00:00"
3595,"2023-05-15T12:00:00"
3601,"2023-05-15T13:00:00"
3598,"2023-05-15T14:00:00"
3600,"2023-05-15T15:00:00"
3604,"2023-05-15T16:00:00"
3611,"2023-05-15T17:00:00"
3610,"2023-05-15T18:00:00"
3606,"2023-05-15T19:00:00"
3608,"2023-05-15T20:00:00"
3606,"2023-05-15T21:00:00"
3605,"2023-05-15T22:00:00"
3602,"2023-05-15T23:00:00"
3606,"2023-05-16T00:00:00"
3606,"2023-05-16T01:00:00"
3607,"2023-05-16T02:00:00"
3615,"2023-05-16T03:00:00"
3617,"2023-05-16T04:00:00"
3616,"2023-05-16T05:00:00"
3619,"2023-05-16T06:00:00"
3621,"2023-05-16T07:00:00"
3617,"2023-05-16T08:00:00"
3620,"2023-05-16T09:00:00"
3616,"2023-05-16T10:00:00"
3613,"2023-05-16T11:00:00"
3618,"2023-05-16T12:00:00"
3616,"2023-05-16T13:00:00"
3617,"2023-05-16T14:00:00"
3620,"2023-05-16T15:00:00"
3621,"2023-05-16T16:00:00"
3619,"2023-05-16T17:00:00"
3618,"2023-05-16T18:00:00"
3617,"2023-05-16T19:00:00"
3619,"2023-05-16T20:00:00"
3626,"2023-05-16T21:00:00"
3630,"2023-05-16T22:00:00"
3641,"2023-05-16T23:00:00"
3638,"2023-05-17T00:00:00"
3625,"2023-05-17T01:00:00"
3618,"2023-05-17T02:00:00"
3619,"2023-05-17T03:00:00"
3620,"2023-05-17T04:00:00"
3618,"2023-05-17T05:00:00"
3620,"2023-05-17T06:00:00"
3628,"2023-05-17T07:00:00"
3626,"2023-05-17T08:00:00"
3621,"2023-05-17T09:00:00"
3620,"2023-05-17T10:00:00"
3623,"2023-05-17T11:00:00"
3629,"2023-05-17T12:00:00"
3630,"2023-05-17T13:00:00"
3631,"2023-05-17T14:00:00"
3631,"2023-05-17T15:00:00"
3633,"2023-05-17T16:00:00"
3633,"2023-05-17T17:00:00"
3634,"2023-05-17T18:00:00"
3634,"2023-05-17T19:00:00"
3631,"2023-05-17T20:00:00"
3631,"2023-05-17T21:00:00"
3630,"2023-05-17T22:00:00"
3632,"2023-05-17T23:00:00"
3628,"2023-05-18T00:00:00"
3628,"2023-05-18T01:00:00"
3628,"2023-05-18T02:00:00"
3633,"2023-05-18T03:00:00"
3633,"2023-05-18T04:00:00"
3631,"2023-05-18T05:00:00"
3635,"2023-05-18T06:00:00"
3635,"2023-05-18T07:00:00"
3634,"2023-05-18T08:00:00"
3633,"2023-05-18T09:00:00"
3633,"2023-05-18T10:00:00"
3634,"2023-05-18T11:00:00"
3638,"2023-05-18T12:00:00"
3639,"2023-05-18T13:00:00"
3640,"2023-05-18T14:00:00"
3640,"2023-05-18T15:00:00"
3640,"2023-05-18T16:00:00"
3644,"2023-05-18T17:00:00"
3645,"2023-05-18T18:00:00"
3646,"2023-05-18T19:00:00"
